Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.174,0.5706,13,False
Parole lette da qualcun altro,-0.401,0.174,13,False
Pensieri come scritti,-0.49,0.0894,13,False
Pensieri ripetuti o echeggianti,-0.433,0.1398,13,False
Perdita di contatto con se stessi,-0.703,0.0074,13,True
Non essere più la stessa persona,-0.838,0.0004,13,True
Vuoto interiore,0.143,0.6403,13,False
Pensare a se stessi come un'altra persona,-0.342,0.2527,13,False
Disconnessione da sé e dai propri pensieri,0.084,0.7839,13,False
Sensazione di non essere l'autore delle proprie azioni,-0.264,0.383,13,False
Dubbio tra dire e pensare,-0.391,0.1861,13,False
Guardarsi dall'esterno,-0.114,0.7105,13,False
Guardarsi da fuori dal corpo,0.159,0.6049,13,False
Perdita di controllo del corpo,-0.179,0.5576,13,False
