Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.15,0.6416,12,False
Parole lette da qualcun altro,-0.254,0.4264,12,False
Pensieri come scritti,-0.249,0.436,12,False
Pensieri ripetuti o echeggianti,-0.391,0.2089,12,False
Perdita di contatto con se stessi,0.106,0.7431,12,False
Non essere più la stessa persona,0.099,0.7586,12,False
Vuoto interiore,0.27,0.3964,12,False
Pensare a se stessi come un'altra persona,-0.19,0.5549,12,False
Disconnessione da sé e dai propri pensieri,-0.387,0.2139,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.282,0.3743,12,False
Dubbio tra dire e pensare,0.112,0.7296,12,False
Guardarsi dall'esterno,0.481,0.1132,12,False
Guardarsi da fuori dal corpo,0.046,0.8868,12,False
Perdita di controllo del corpo,-0.305,0.3347,12,False
