Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.31,0.2263,17,False
Parole lette da qualcun altro,-0.307,0.23,17,False
Pensieri come scritti,0.136,0.6021,17,False
Pensieri ripetuti o echeggianti,0.16,0.5388,17,False
Perdita di contatto con se stessi,-0.298,0.246,17,False
Non essere più la stessa persona,0.112,0.6674,17,False
Vuoto interiore,0.363,0.1527,17,False
Pensare a se stessi come un'altra persona,-0.165,0.5262,17,False
Disconnessione da sé e dai propri pensieri,0.093,0.7229,17,False
Sensazione di non essere l'autore delle proprie azioni,-0.206,0.4281,17,False
Dubbio tra dire e pensare,-0.403,0.1089,17,False
Guardarsi dall'esterno,-0.166,0.5245,17,False
Guardarsi da fuori dal corpo,0.196,0.4503,17,False
Perdita di controllo del corpo,-0.537,0.0263,17,True
