Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.234,0.4645,12,False
Parole lette da qualcun altro,-0.437,0.1556,12,False
Pensieri come scritti,-0.495,0.1018,12,False
Pensieri ripetuti o echeggianti,-0.42,0.1737,12,False
Perdita di contatto con se stessi,0.106,0.7422,12,False
Non essere più la stessa persona,-0.154,0.6317,12,False
Vuoto interiore,-0.025,0.9395,12,False
Pensare a se stessi come un'altra persona,-0.405,0.1918,12,False
Disconnessione da sé e dai propri pensieri,-0.285,0.3687,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.232,0.4688,12,False
Dubbio tra dire e pensare,0.056,0.8627,12,False
Guardarsi dall'esterno,0.22,0.493,12,False
Guardarsi da fuori dal corpo,-0.224,0.4831,12,False
Perdita di controllo del corpo,-0.389,0.2118,12,False
