Variable,r,p_value,N,Significant
Pensieri generati da altri,0.055,0.7656,32,False
Parole lette da qualcun altro,0.249,0.1697,32,False
Pensieri come scritti,0.204,0.262,32,False
Pensieri ripetuti o echeggianti,-0.129,0.4827,32,False
Perdita di contatto con se stessi,-0.219,0.2287,32,False
Non essere più la stessa persona,-0.086,0.6396,32,False
Vuoto interiore,-0.172,0.3458,32,False
Pensare a se stessi come un'altra persona,-0.086,0.6385,32,False
Disconnessione da sé e dai propri pensieri,0.161,0.3774,32,False
Sensazione di non essere l'autore delle proprie azioni,-0.258,0.1545,32,False
Dubbio tra dire e pensare,-0.214,0.2397,32,False
Guardarsi dall'esterno,-0.137,0.4552,32,False
Guardarsi da fuori dal corpo,-0.202,0.2678,32,False
Perdita di controllo del corpo,-0.028,0.8776,32,False
