Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.128,0.4791,33,False
Parole lette da qualcun altro,-0.201,0.2616,33,False
Pensieri come scritti,-0.173,0.3352,33,False
Pensieri ripetuti o echeggianti,-0.04,0.8232,33,False
Perdita di contatto con se stessi,0.204,0.2555,33,False
Non essere più la stessa persona,-0.009,0.9617,33,False
Vuoto interiore,0.062,0.7313,33,False
Pensare a se stessi come un'altra persona,-0.183,0.309,33,False
Disconnessione da sé e dai propri pensieri,-0.013,0.9436,33,False
Sensazione di non essere l'autore delle proprie azioni,-0.163,0.3637,33,False
Dubbio tra dire e pensare,0.045,0.8025,33,False
Guardarsi dall'esterno,-0.074,0.6812,33,False
Guardarsi da fuori dal corpo,-0.013,0.9429,33,False
Perdita di controllo del corpo,-0.041,0.8228,33,False
