Variable,r,p_value,N,Significant
Pensieri generati da altri,0.025,0.9383,12,False
Parole lette da qualcun altro,-0.075,0.8161,12,False
Pensieri come scritti,0.226,0.4801,12,False
Pensieri ripetuti o echeggianti,0.025,0.9383,12,False
Perdita di contatto con se stessi,0.025,0.9383,12,False
Non essere più la stessa persona,0.025,0.9383,12,False
Vuoto interiore,-0.301,0.3413,12,False
Pensare a se stessi come un'altra persona,-0.368,0.2398,12,False
Disconnessione da sé e dai propri pensieri,0.079,0.8078,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.075,0.8161,12,False
Dubbio tra dire e pensare,-0.105,0.7453,12,False
Guardarsi dall'esterno,0.114,0.7235,12,False
Guardarsi da fuori dal corpo,0.114,0.7235,12,False
Perdita di controllo del corpo,0.025,0.9383,12,False
