Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.037,0.9238,9,False
Parole lette da qualcun altro,0.37,0.3263,9,False
Pensieri come scritti,0.19,0.6243,9,False
Pensieri ripetuti o echeggianti,-0.519,0.1526,9,False
Perdita di contatto con se stessi,0.413,0.2699,9,False
Non essere più la stessa persona,0.416,0.2657,9,False
Vuoto interiore,,,9,False
Pensare a se stessi come un'altra persona,0.138,0.7243,9,False
Disconnessione da sé e dai propri pensieri,0.413,0.2699,9,False
Sensazione di non essere l'autore delle proprie azioni,0.138,0.7243,9,False
Dubbio tra dire e pensare,-0.413,0.2699,9,False
Guardarsi dall'esterno,-0.55,0.125,9,False
Guardarsi da fuori dal corpo,-0.104,0.7901,9,False
Perdita di controllo del corpo,-0.104,0.7901,9,False
