Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.116,0.6586,17,False
Parole lette da qualcun altro,0.17,0.5142,17,False
Pensieri come scritti,0.019,0.9419,17,False
Pensieri ripetuti o echeggianti,0.105,0.6891,17,False
Perdita di contatto con se stessi,-0.048,0.855,17,False
Non essere più la stessa persona,-0.095,0.7162,17,False
Vuoto interiore,0.609,0.0094,17,True
Pensare a se stessi come un'altra persona,-0.136,0.6036,17,False
Disconnessione da sé e dai propri pensieri,-0.14,0.5909,17,False
Sensazione di non essere l'autore delle proprie azioni,-0.163,0.5332,17,False
Dubbio tra dire e pensare,-0.123,0.6382,17,False
Guardarsi dall'esterno,-0.069,0.7914,17,False
Guardarsi da fuori dal corpo,0.312,0.2232,17,False
Perdita di controllo del corpo,-0.148,0.5713,17,False
