Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.095,0.7479,14,False
Parole lette da qualcun altro,0.405,0.1508,14,False
Pensieri come scritti,0.121,0.6796,14,False
Pensieri ripetuti o echeggianti,0.023,0.9389,14,False
Perdita di contatto con se stessi,0.651,0.0117,14,True
Non essere più la stessa persona,0.032,0.9125,14,False
Vuoto interiore,0.604,0.0221,14,True
Pensare a se stessi come un'altra persona,0.168,0.5649,14,False
Disconnessione da sé e dai propri pensieri,0.305,0.2891,14,False
Sensazione di non essere l'autore delle proprie azioni,0.263,0.3629,14,False
Dubbio tra dire e pensare,0.381,0.1792,14,False
Guardarsi dall'esterno,0.065,0.8243,14,False
Guardarsi da fuori dal corpo,-0.105,0.7201,14,False
Perdita di controllo del corpo,0.355,0.2134,14,False
