Variable,r,p_value,N,Significant
Pensieri generati da altri,0.118,0.7289,11,False
Parole lette da qualcun altro,-0.059,0.8623,11,False
Pensieri come scritti,-0.027,0.9378,11,False
Pensieri ripetuti o echeggianti,-0.564,0.0707,11,False
Perdita di contatto con se stessi,-0.172,0.6128,11,False
Non essere più la stessa persona,0.075,0.826,11,False
Vuoto interiore,0.188,0.5798,11,False
Pensare a se stessi come un'altra persona,-0.043,0.9,11,False
Disconnessione da sé e dai propri pensieri,-0.366,0.2686,11,False
Sensazione di non essere l'autore delle proprie azioni,-0.325,0.3294,11,False
Dubbio tra dire e pensare,-0.14,0.6817,11,False
Guardarsi dall'esterno,-0.14,0.6817,11,False
Guardarsi da fuori dal corpo,-0.252,0.4552,11,False
Perdita di controllo del corpo,0.137,0.6881,11,False
