Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.146,0.6504,12,False
Parole lette da qualcun altro,0.268,0.3999,12,False
Pensieri come scritti,0.0,1.0,12,False
Pensieri ripetuti o echeggianti,0.026,0.9365,12,False
Perdita di contatto con se stessi,0.008,0.9807,12,False
Non essere più la stessa persona,-0.285,0.37,12,False
Vuoto interiore,0.163,0.6119,12,False
Pensare a se stessi come un'altra persona,-0.17,0.5963,12,False
Disconnessione da sé e dai propri pensieri,0.448,0.144,12,False
Sensazione di non essere l'autore delle proprie azioni,0.024,0.9401,12,False
Dubbio tra dire e pensare,0.237,0.4574,12,False
Disallineamento tra espressione e vissuto interno,0.22,0.4915,12,False
Guardarsi da fuori dal corpo,-0.309,0.3279,12,False
Perdita di controllo del corpo,0.0,1.0,12,False
