Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.149,0.6448,12,False
Parole lette da qualcun altro,-0.353,0.2608,12,False
Pensieri come scritti,-0.035,0.9151,12,False
Pensieri ripetuti o echeggianti,-0.532,0.0747,12,False
Perdita di contatto con se stessi,-0.093,0.7736,12,False
Non essere più la stessa persona,-0.055,0.8658,12,False
Vuoto interiore,0.271,0.3947,12,False
Pensare a se stessi come un'altra persona,-0.128,0.6912,12,False
Disconnessione da sé e dai propri pensieri,-0.212,0.5083,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.386,0.2151,12,False
Dubbio tra dire e pensare,-0.168,0.6014,12,False
Guardarsi dall'esterno,0.483,0.1118,12,False
Guardarsi da fuori dal corpo,0.093,0.7748,12,False
Perdita di controllo del corpo,-0.315,0.3191,12,False
