Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.72,0.0286,9,True
Parole lette da qualcun altro,-0.734,0.0245,9,True
Pensieri come scritti,-0.734,0.0245,9,True
Pensieri ripetuti o echeggianti,-0.391,0.2976,9,False
Perdita di contatto con se stessi,-0.298,0.4362,9,False
Non essere più la stessa persona,-0.131,0.7369,9,False
Vuoto interiore,-0.801,0.0095,9,True
Pensare a se stessi come un'altra persona,-0.298,0.4362,9,False
Disconnessione da sé e dai propri pensieri,0.15,0.7007,9,False
Sensazione di non essere l'autore delle proprie azioni,-0.261,0.4977,9,False
Dubbio tra dire e pensare,-0.28,0.4655,9,False
Guardarsi dall'esterno,-0.035,0.9288,9,False
Guardarsi da fuori dal corpo,-0.206,0.5944,9,False
Perdita di controllo del corpo,-0.13,0.738,9,False
