Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.599,0.0884,9,False
Parole lette da qualcun altro,-0.568,0.1105,9,False
Pensieri come scritti,-0.568,0.1105,9,False
Pensieri ripetuti o echeggianti,-0.261,0.4977,9,False
Perdita di contatto con se stessi,-0.309,0.4179,9,False
Non essere più la stessa persona,-0.075,0.8482,9,False
Vuoto interiore,-0.87,0.0023,9,True
Pensare a se stessi come un'altra persona,-0.115,0.7691,9,False
Disconnessione da sé e dai propri pensieri,-0.15,0.7007,9,False
Sensazione di non essere l'autore delle proprie azioni,-0.174,0.6545,9,False
Dubbio tra dire e pensare,-0.11,0.7781,9,False
Guardarsi dall'esterno,0.205,0.5967,9,False
Guardarsi da fuori dal corpo,-0.321,0.3999,9,False
Perdita di controllo del corpo,-0.13,0.738,9,False
