Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.125,0.7303,10,False
Parole lette da qualcun altro,-0.535,0.1114,10,False
Pensieri come scritti,-0.535,0.1114,10,False
Pensieri ripetuti o echeggianti,0.065,0.8583,10,False
Perdita di contatto con se stessi,0.023,0.9507,10,False
Non essere più la stessa persona,-0.407,0.2426,10,False
Vuoto interiore,0.143,0.6944,10,False
Pensare a se stessi come un'altra persona,-0.594,0.0704,10,False
Disconnessione da sé e dai propri pensieri,-0.143,0.6944,10,False
Sensazione di non essere l'autore delle proprie azioni,-0.144,0.6904,10,False
Dubbio tra dire e pensare,-0.47,0.1709,10,False
Disallineamento tra espressione e vissuto interno,0.188,0.6026,10,False
Guardarsi da fuori dal corpo,-0.191,0.5981,10,False
Perdita di controllo del corpo,-0.47,0.1709,10,False
