Variable,r,p_value,N,Significant
Pensieri generati da altri,0.136,0.6282,15,False
Parole lette da qualcun altro,-0.135,0.6305,15,False
Pensieri come scritti,-0.265,0.34,15,False
Pensieri ripetuti o echeggianti,0.172,0.5389,15,False
Perdita di contatto con se stessi,-0.131,0.641,15,False
Non essere più la stessa persona,-0.014,0.9591,15,False
Vuoto interiore,-0.197,0.4816,15,False
Pensare a se stessi come un'altra persona,0.159,0.5707,15,False
Disconnessione da sé e dai propri pensieri,-0.211,0.4497,15,False
Sensazione di non essere l'autore delle proprie azioni,0.313,0.2553,15,False
Dubbio tra dire e pensare,0.662,0.0072,15,True
Guardarsi dall'esterno,0.289,0.2962,15,False
Guardarsi da fuori dal corpo,0.074,0.7943,15,False
Perdita di controllo del corpo,0.288,0.298,15,False
