Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.027,0.8998,24,False
Parole lette da qualcun altro,0.144,0.5034,24,False
Pensieri come scritti,-0.017,0.936,24,False
Pensieri ripetuti o echeggianti,-0.097,0.6532,24,False
Perdita di contatto con se stessi,-0.023,0.9163,24,False
Non essere più la stessa persona,0.206,0.3351,24,False
Vuoto interiore,0.116,0.5907,24,False
Pensare a se stessi come un'altra persona,0.16,0.4539,24,False
Disconnessione da sé e dai propri pensieri,-0.134,0.5337,24,False
Sensazione di non essere l'autore delle proprie azioni,0.267,0.2066,24,False
Dubbio tra dire e pensare,0.171,0.4253,24,False
Guardarsi dall'esterno,0.122,0.5699,24,False
Guardarsi da fuori dal corpo,0.122,0.5703,24,False
Perdita di controllo del corpo,-0.082,0.7045,24,False
