Variable,r,p_value,N,Significant
Pensieri generati da altri,0.046,0.8006,32,False
Parole lette da qualcun altro,0.025,0.8918,32,False
Pensieri come scritti,0.109,0.5512,32,False
Pensieri ripetuti o echeggianti,-0.108,0.5553,32,False
Perdita di contatto con se stessi,-0.126,0.4917,32,False
Non essere più la stessa persona,-0.065,0.7254,32,False
Vuoto interiore,-0.178,0.3298,32,False
Pensare a se stessi come un'altra persona,-0.077,0.6758,32,False
Disconnessione da sé e dai propri pensieri,-0.011,0.9544,32,False
Sensazione di non essere l'autore delle proprie azioni,-0.197,0.2806,32,False
Dubbio tra dire e pensare,-0.202,0.2682,32,False
Guardarsi dall'esterno,-0.228,0.2099,32,False
Guardarsi da fuori dal corpo,-0.122,0.5069,32,False
Perdita di controllo del corpo,-0.135,0.4605,32,False
