Variable,r,p_value,N,Significant
Pensieri generati da altri,0.165,0.3598,33,False
Parole lette da qualcun altro,-0.081,0.656,33,False
Pensieri come scritti,-0.109,0.5473,33,False
Pensieri ripetuti o echeggianti,0.098,0.5888,33,False
Perdita di contatto con se stessi,0.246,0.1685,33,False
Non essere più la stessa persona,0.279,0.1154,33,False
Vuoto interiore,0.248,0.1632,33,False
Pensare a se stessi come un'altra persona,-0.088,0.6274,33,False
Disconnessione da sé e dai propri pensieri,0.22,0.2194,33,False
Sensazione di non essere l'autore delle proprie azioni,0.112,0.5342,33,False
Dubbio tra dire e pensare,0.22,0.2176,33,False
Guardarsi dall'esterno,0.007,0.9674,33,False
Guardarsi da fuori dal corpo,-0.052,0.7723,33,False
Perdita di controllo del corpo,-0.09,0.6199,33,False
