Variable,r,p_value,N,Significant
Pensieri generati da altri,0.074,0.8202,12,False
Parole lette da qualcun altro,-0.245,0.4423,12,False
Pensieri come scritti,-0.049,0.8797,12,False
Pensieri ripetuti o echeggianti,0.147,0.6481,12,False
Perdita di contatto con se stessi,0.147,0.6481,12,False
Non essere più la stessa persona,0.147,0.6481,12,False
Vuoto interiore,-0.074,0.8202,12,False
Pensare a se stessi come un'altra persona,-0.539,0.0708,12,False
Disconnessione da sé e dai propri pensieri,0.026,0.9369,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.245,0.4423,12,False
Dubbio tra dire e pensare,-0.077,0.8121,12,False
Guardarsi dall'esterno,0.14,0.6652,12,False
Guardarsi da fuori dal corpo,0.223,0.4852,12,False
Perdita di controllo del corpo,0.147,0.6481,12,False
