Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.056,0.8484,14,False
Parole lette da qualcun altro,0.289,0.3169,14,False
Pensieri come scritti,0.009,0.9746,14,False
Pensieri ripetuti o echeggianti,-0.09,0.7594,14,False
Perdita di contatto con se stessi,0.487,0.0771,14,False
Non essere più la stessa persona,-0.139,0.6347,14,False
Vuoto interiore,0.494,0.0726,14,False
Pensare a se stessi come un'altra persona,-0.005,0.9867,14,False
Disconnessione da sé e dai propri pensieri,0.163,0.5775,14,False
Sensazione di non essere l'autore delle proprie azioni,0.131,0.6547,14,False
Dubbio tra dire e pensare,0.203,0.4856,14,False
Guardarsi dall'esterno,0.08,0.7847,14,False
Guardarsi da fuori dal corpo,-0.155,0.5975,14,False
Perdita di controllo del corpo,0.308,0.2835,14,False
