Variable,r,p_value,N,Significant
Pensieri generati da altri,0.004,0.9833,33,False
Parole lette da qualcun altro,-0.063,0.7265,33,False
Pensieri come scritti,-0.114,0.5276,33,False
Pensieri ripetuti o echeggianti,0.003,0.9857,33,False
Perdita di contatto con se stessi,0.307,0.0819,33,False
Non essere più la stessa persona,0.077,0.6713,33,False
Vuoto interiore,0.103,0.5672,33,False
Pensare a se stessi come un'altra persona,-0.053,0.7716,33,False
Disconnessione da sé e dai propri pensieri,0.108,0.5484,33,False
Sensazione di non essere l'autore delle proprie azioni,-0.084,0.6438,33,False
Dubbio tra dire e pensare,-0.055,0.7608,33,False
Guardarsi dall'esterno,-0.025,0.8918,33,False
Guardarsi da fuori dal corpo,0.004,0.9804,33,False
Perdita di controllo del corpo,-0.017,0.926,33,False
