Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.266,0.4576,10,False
Parole lette da qualcun altro,-0.61,0.0613,10,False
Pensieri come scritti,-0.538,0.1088,10,False
Pensieri ripetuti o echeggianti,0.074,0.8386,10,False
Perdita di contatto con se stessi,-0.465,0.1757,10,False
Non essere più la stessa persona,-0.468,0.172,10,False
Vuoto interiore,-0.179,0.6201,10,False
Pensare a se stessi come un'altra persona,-0.703,0.0234,10,True
Disconnessione da sé e dai propri pensieri,-0.287,0.4216,10,False
Sensazione di non essere l'autore delle proprie azioni,0.098,0.7876,10,False
Dubbio tra dire e pensare,-0.381,0.2767,10,False
Disallineamento tra espressione e vissuto interno,-0.125,0.7306,10,False
Guardarsi da fuori dal corpo,-0.153,0.6723,10,False
Perdita di controllo del corpo,-0.381,0.2767,10,False
