Variable,r,p_value,N,Significant
Pensieri generati da altri,0.094,0.6035,33,False
Parole lette da qualcun altro,-0.059,0.744,33,False
Pensieri come scritti,-0.148,0.411,33,False
Pensieri ripetuti o echeggianti,-0.019,0.9185,33,False
Perdita di contatto con se stessi,0.297,0.0934,33,False
Non essere più la stessa persona,0.217,0.2243,33,False
Vuoto interiore,0.102,0.5704,33,False
Pensare a se stessi come un'altra persona,-0.016,0.9275,33,False
Disconnessione da sé e dai propri pensieri,0.152,0.3973,33,False
Sensazione di non essere l'autore delle proprie azioni,0.025,0.8906,33,False
Dubbio tra dire e pensare,-0.025,0.8916,33,False
Guardarsi dall'esterno,0.074,0.6829,33,False
Guardarsi da fuori dal corpo,-0.013,0.9425,33,False
Perdita di controllo del corpo,-0.123,0.4963,33,False
