Variable,r,p_value,N,Significant
Pensieri generati da altri,0.073,0.8227,12,False
Parole lette da qualcun altro,0.411,0.1843,12,False
Pensieri come scritti,0.245,0.4423,12,False
Pensieri ripetuti o echeggianti,0.333,0.2895,12,False
Perdita di contatto con se stessi,0.236,0.4607,12,False
Non essere più la stessa persona,-0.103,0.7494,12,False
Vuoto interiore,0.195,0.5443,12,False
Pensare a se stessi come un'altra persona,0.024,0.9405,12,False
Disconnessione da sé e dai propri pensieri,0.415,0.1797,12,False
Sensazione di non essere l'autore delle proprie azioni,0.097,0.7649,12,False
Dubbio tra dire e pensare,0.438,0.1539,12,False
Disallineamento tra espressione e vissuto interno,0.219,0.4946,12,False
Guardarsi da fuori dal corpo,-0.112,0.7296,12,False
Perdita di controllo del corpo,0.245,0.4423,12,False
