Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.079,0.7133,24,False
Parole lette da qualcun altro,0.259,0.2221,24,False
Pensieri come scritti,-0.126,0.5585,24,False
Pensieri ripetuti o echeggianti,-0.448,0.0283,24,True
Perdita di contatto con se stessi,-0.1,0.6423,24,False
Non essere più la stessa persona,0.049,0.8186,24,False
Vuoto interiore,-0.167,0.4345,24,False
Pensare a se stessi come un'altra persona,0.092,0.6705,24,False
Disconnessione da sé e dai propri pensieri,-0.129,0.5485,24,False
Sensazione di non essere l'autore delle proprie azioni,-0.07,0.7447,24,False
Dubbio tra dire e pensare,0.027,0.9002,24,False
Guardarsi dall'esterno,0.073,0.7342,24,False
Guardarsi da fuori dal corpo,0.265,0.2109,24,False
Perdita di controllo del corpo,-0.019,0.9296,24,False
