Variable,r,p_value,N,Significant
Pensieri generati da altri,0.295,0.2667,16,False
Parole lette da qualcun altro,-0.047,0.8623,16,False
Pensieri come scritti,0.363,0.167,16,False
Pensieri ripetuti o echeggianti,0.047,0.8623,16,False
Perdita di contatto con se stessi,0.0,1.0,16,False
Non essere più la stessa persona,-0.145,0.5932,16,False
Vuoto interiore,-0.088,0.7455,16,False
Pensare a se stessi come un'altra persona,0.031,0.908,16,False
Disconnessione da sé e dai propri pensieri,-0.052,0.8474,16,False
Sensazione di non essere l'autore delle proprie azioni,-0.331,0.2098,16,False
Dubbio tra dire e pensare,,,16,False
Guardarsi dall'esterno,-0.157,0.5608,16,False
Guardarsi da fuori dal corpo,-0.174,0.5182,16,False
Perdita di controllo del corpo,-0.119,0.6618,16,False
