Variable,r,p_value,N,Significant
Pensieri generati da altri,0.363,0.2465,12,False
Parole lette da qualcun altro,0.435,0.1573,12,False
Pensieri come scritti,0.343,0.2745,12,False
Pensieri ripetuti o echeggianti,0.256,0.421,12,False
Perdita di contatto con se stessi,0.267,0.4016,12,False
Non essere più la stessa persona,-0.029,0.9281,12,False
Vuoto interiore,0.324,0.3035,12,False
Pensare a se stessi come un'altra persona,0.073,0.8227,12,False
Disconnessione da sé e dai propri pensieri,0.127,0.6945,12,False
Sensazione di non essere l'autore delle proprie azioni,0.242,0.4489,12,False
Dubbio tra dire e pensare,0.368,0.2388,12,False
Disallineamento tra espressione e vissuto interno,-0.044,0.8926,12,False
Guardarsi da fuori dal corpo,-0.028,0.9314,12,False
Perdita di controllo del corpo,0.343,0.2745,12,False
