Variable,r,p_value,N,Significant
Pensieri generati da altri,0.275,0.3867,12,False
Parole lette da qualcun altro,-0.225,0.4818,12,False
Pensieri come scritti,0.0,1.0,12,False
Pensieri ripetuti o echeggianti,0.15,0.6415,12,False
Perdita di contatto con se stessi,0.15,0.6415,12,False
Non essere più la stessa persona,0.15,0.6415,12,False
Vuoto interiore,0.2,0.5329,12,False
Pensare a se stessi come un'altra persona,-0.523,0.0809,12,False
Disconnessione da sé e dai propri pensieri,0.0,1.0,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.225,0.4818,12,False
Dubbio tra dire e pensare,-0.078,0.8084,12,False
Guardarsi dall'esterno,0.313,0.3214,12,False
Guardarsi da fuori dal corpo,0.171,0.5954,12,False
Perdita di controllo del corpo,0.15,0.6415,12,False
