Variable,r,p_value,N,Significant
Pensieri generati da altri,0.047,0.8837,12,False
Parole lette da qualcun altro,0.128,0.6923,12,False
Pensieri come scritti,0.184,0.568,12,False
Pensieri ripetuti o echeggianti,-0.084,0.7958,12,False
Perdita di contatto con se stessi,0.0,1.0,12,False
Non essere più la stessa persona,0.271,0.3945,12,False
Vuoto interiore,0.049,0.8797,12,False
Pensare a se stessi come un'altra persona,0.032,0.9215,12,False
Disconnessione da sé e dai propri pensieri,-0.624,0.0301,12,True
Sensazione di non essere l'autore delle proprie azioni,-0.051,0.8742,12,False
Dubbio tra dire e pensare,0.168,0.6027,12,False
Guardarsi dall'esterno,0.481,0.1132,12,False
Guardarsi da fuori dal corpo,-0.055,0.8644,12,False
Perdita di controllo del corpo,-0.269,0.3971,12,False
