Variable,r,p_value,N,Significant
Pensieri generati da altri,0.074,0.7325,24,False
Parole lette da qualcun altro,-0.006,0.9777,24,False
Pensieri come scritti,-0.075,0.7265,24,False
Pensieri ripetuti o echeggianti,0.053,0.8075,24,False
Perdita di contatto con se stessi,0.181,0.3962,24,False
Non essere più la stessa persona,0.196,0.3587,24,False
Vuoto interiore,0.194,0.3645,24,False
Pensare a se stessi come un'altra persona,-0.076,0.7256,24,False
Disconnessione da sé e dai propri pensieri,-0.067,0.7569,24,False
Sensazione di non essere l'autore delle proprie azioni,0.346,0.0979,24,False
Dubbio tra dire e pensare,0.304,0.1489,24,False
Guardarsi dall'esterno,0.289,0.1711,24,False
Guardarsi da fuori dal corpo,0.166,0.4379,24,False
Perdita di controllo del corpo,0.131,0.5423,24,False
