Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.539,0.1076,10,False
Parole lette da qualcun altro,-0.964,0.0,10,True
Pensieri non propri,0.479,0.1615,10,False
Pensieri come scritti,-0.867,0.0012,10,True
Pensieri ripetuti o echeggianti,-0.164,0.6515,10,False
Perdita di contatto con se stessi,-0.079,0.8287,10,False
Non essere più la stessa persona,-0.103,0.777,10,False
Vuoto interiore,-0.139,0.7009,10,False
Disconnessione da sé e dai propri pensieri,0.055,0.881,10,False
Sensazione di non essere l'autore delle proprie azioni,-0.188,0.6032,10,False
Dubbio tra dire e pensare,-0.212,0.5563,10,False
Guardarsi dall'esterno,-0.685,0.0289,10,True
Guardarsi da fuori dal corpo,-0.576,0.0816,10,False
Perdita di controllo del corpo,-0.43,0.2145,10,False
