Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.442,0.1501,12,False
Parole lette da qualcun altro,0.164,0.6105,12,False
Pensieri non propri,-0.093,0.7744,12,False
Pensieri come scritti,-0.053,0.8689,12,False
Pensieri ripetuti o echeggianti,0.307,0.3323,12,False
Perdita di contatto con se stessi,0.324,0.3035,12,False
Non essere più la stessa persona,0.196,0.5413,12,False
Vuoto interiore,-0.111,0.7324,12,False
Disconnessione da sé e dai propri pensieri,0.307,0.3323,12,False
Sensazione di non essere l'autore delle proprie azioni,0.193,0.5488,12,False
Dubbio tra dire e pensare,0.128,0.6909,12,False
Guardarsi dall'esterno,-0.143,0.6583,12,False
Guardarsi da fuori dal corpo,0.078,0.8085,12,False
Perdita di controllo del corpo,0.253,0.4272,12,False
