Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.097,0.7123,17,False
Parole lette da qualcun altro,-0.3,0.2425,17,False
Pensieri non propri,0.074,0.7768,17,False
Pensieri come scritti,0.263,0.3086,17,False
Pensieri ripetuti o echeggianti,0.099,0.7052,17,False
Perdita di contatto con se stessi,0.031,0.9061,17,False
Non essere più la stessa persona,0.056,0.8318,17,False
Vuoto interiore,-0.133,0.6122,17,False
Disconnessione da sé e dai propri pensieri,-0.014,0.9586,17,False
Sensazione di non essere l'autore delle proprie azioni,-0.341,0.1807,17,False
Dubbio tra dire e pensare,0.068,0.7951,17,False
Guardarsi dall'esterno,0.129,0.6222,17,False
Guardarsi da fuori dal corpo,0.057,0.8281,17,False
Perdita di controllo del corpo,-0.135,0.6055,17,False
