Variable,r,p_value,N,Significant
Pensieri generati da altri,0.21,0.5874,9,False
Parole lette da qualcun altro,0.176,0.6497,9,False
Pensieri non propri,0.109,0.7796,9,False
Pensieri come scritti,-0.218,0.5722,9,False
Pensieri ripetuti o echeggianti,0.034,0.9316,9,False
Perdita di contatto con se stessi,-0.008,0.9829,9,False
Non essere più la stessa persona,0.218,0.5722,9,False
Vuoto interiore,0.008,0.9829,9,False
Disconnessione da sé e dai propri pensieri,0.042,0.9145,9,False
Sensazione di non essere l'autore delle proprie azioni,-0.134,0.7302,9,False
Dubbio tra dire e pensare,0.0,1.0,9,False
Guardarsi dall'esterno,-0.387,0.3041,9,False
Guardarsi da fuori dal corpo,-0.244,0.5274,9,False
Perdita di controllo del corpo,-0.16,0.6816,9,False
