Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.376,0.0703,24,False
Parole lette da qualcun altro,-0.129,0.5465,24,False
Pensieri non propri,-0.245,0.2476,24,False
Pensieri come scritti,-0.234,0.2717,24,False
Pensieri ripetuti o echeggianti,-0.365,0.0795,24,False
Perdita di contatto con se stessi,-0.002,0.9935,24,False
Non essere più la stessa persona,0.184,0.3894,24,False
Vuoto interiore,-0.02,0.9275,24,False
Disconnessione da sé e dai propri pensieri,-0.157,0.4626,24,False
Sensazione di non essere l'autore delle proprie azioni,0.095,0.6601,24,False
Dubbio tra dire e pensare,0.029,0.8938,24,False
Guardarsi dall'esterno,0.144,0.5011,24,False
Guardarsi da fuori dal corpo,0.159,0.4576,24,False
Perdita di controllo del corpo,-0.055,0.8003,24,False
