Variable,r,p_value,N,Significant
Pensieri generati da altri,0.036,0.9119,12,False
Parole lette da qualcun altro,-0.011,0.9735,12,False
Pensieri non propri,0.065,0.8421,12,False
Pensieri come scritti,0.215,0.5019,12,False
Pensieri ripetuti o echeggianti,-0.032,0.9207,12,False
Perdita di contatto con se stessi,0.104,0.7478,12,False
Non essere più la stessa persona,-0.129,0.6893,12,False
Vuoto interiore,-0.194,0.5466,12,False
Disconnessione da sé e dai propri pensieri,-0.018,0.9559,12,False
Sensazione di non essere l'autore delle proprie azioni,0.039,0.9031,12,False
Dubbio tra dire e pensare,0.115,0.7226,12,False
Guardarsi dall'esterno,-0.093,0.7732,12,False
Guardarsi da fuori dal corpo,0.161,0.6164,12,False
Perdita di controllo del corpo,-0.093,0.7732,12,False
