Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.189,0.2914,33,False
Parole lette da qualcun altro,-0.257,0.1491,33,False
Pensieri non propri,0.167,0.3519,33,False
Pensieri come scritti,-0.179,0.3187,33,False
Pensieri ripetuti o echeggianti,-0.217,0.2249,33,False
Perdita di contatto con se stessi,0.056,0.755,33,False
Non essere più la stessa persona,-0.166,0.3553,33,False
Vuoto interiore,-0.084,0.6404,33,False
Disconnessione da sé e dai propri pensieri,0.052,0.7734,33,False
Sensazione di non essere l'autore delle proprie azioni,-0.153,0.3965,33,False
Dubbio tra dire e pensare,-0.267,0.1338,33,False
Guardarsi dall'esterno,-0.302,0.0874,33,False
Guardarsi da fuori dal corpo,-0.171,0.3408,33,False
Perdita di controllo del corpo,0.045,0.8019,33,False
