Variable,r,p_value,N,Significant
Pensieri generati da altri,0.218,0.5739,9,False
Parole lette da qualcun altro,0.293,0.4444,9,False
Pensieri non propri,0.243,0.5292,9,False
Pensieri come scritti,-0.427,0.252,9,False
Pensieri ripetuti o echeggianti,-0.184,0.6354,9,False
Perdita di contatto con se stessi,0.033,0.9319,9,False
Non essere più la stessa persona,0.059,0.881,9,False
Vuoto interiore,0.092,0.8138,9,False
Disconnessione da sé e dai propri pensieri,0.351,0.3537,9,False
Sensazione di non essere l'autore delle proprie azioni,-0.318,0.4043,9,False
Dubbio tra dire e pensare,-0.033,0.9319,9,False
Guardarsi dall'esterno,-0.234,0.544,9,False
Guardarsi da fuori dal corpo,-0.109,0.7806,9,False
Perdita di controllo del corpo,0.192,0.6198,9,False
