Variable,r,p_value,N,Significant
Pensieri generati da altri,0.443,0.0981,15,False
Parole lette da qualcun altro,0.129,0.6464,15,False
Pensieri non propri,0.341,0.2138,15,False
Pensieri come scritti,-0.131,0.6418,15,False
Pensieri ripetuti o echeggianti,0.154,0.5831,15,False
Perdita di contatto con se stessi,-0.192,0.4932,15,False
Non essere più la stessa persona,-0.032,0.9091,15,False
Vuoto interiore,-0.165,0.5567,15,False
Disconnessione da sé e dai propri pensieri,-0.041,0.8839,15,False
Sensazione di non essere l'autore delle proprie azioni,0.292,0.2903,15,False
Dubbio tra dire e pensare,0.447,0.0951,15,False
Guardarsi dall'esterno,0.228,0.4142,15,False
Guardarsi da fuori dal corpo,0.213,0.445,15,False
Perdita di controllo del corpo,0.257,0.3561,15,False
