Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.686,0.0412,9,True
Parole lette da qualcun altro,-0.72,0.0288,9,True
Pensieri non propri,-0.251,0.5147,9,False
Pensieri come scritti,-0.72,0.0288,9,True
Pensieri ripetuti o echeggianti,-0.686,0.0412,9,True
Perdita di contatto con se stessi,-0.611,0.0805,9,False
Non essere più la stessa persona,-0.368,0.3296,9,False
Vuoto interiore,-0.87,0.0023,9,True
Disconnessione da sé e dai propri pensieri,-0.075,0.8473,9,False
Sensazione di non essere l'autore delle proprie azioni,-0.644,0.061,9,False
Dubbio tra dire e pensare,-0.084,0.8305,9,False
Guardarsi dall'esterno,-0.611,0.0805,9,False
Guardarsi da fuori dal corpo,-0.385,0.3063,9,False
Perdita di controllo del corpo,-0.485,0.1854,9,False
