Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.305,0.3917,10,False
Parole lette da qualcun altro,-0.64,0.0461,10,True
Pensieri non propri,0.128,0.7244,10,False
Pensieri come scritti,-0.616,0.058,10,False
Pensieri ripetuti o echeggianti,0.122,0.7372,10,False
Perdita di contatto con se stessi,-0.341,0.3342,10,False
Non essere più la stessa persona,-0.28,0.4325,10,False
Vuoto interiore,-0.244,0.4971,10,False
Disconnessione da sé e dai propri pensieri,-0.171,0.6372,10,False
Sensazione di non essere l'autore delle proprie azioni,-0.28,0.4325,10,False
Dubbio tra dire e pensare,-0.256,0.4751,10,False
Guardarsi dall'esterno,-0.396,0.2568,10,False
Guardarsi da fuori dal corpo,-0.451,0.1905,10,False
Perdita di controllo del corpo,-0.64,0.0461,10,True
