Variable,r,p_value,N,Significant
Pensieri generati da altri,0.035,0.8522,31,False
Parole lette da qualcun altro,-0.044,0.8143,31,False
Pensieri non propri,-0.296,0.1063,31,False
Pensieri come scritti,-0.095,0.6105,31,False
Pensieri ripetuti o echeggianti,-0.256,0.165,31,False
Perdita di contatto con se stessi,-0.125,0.502,31,False
Non essere più la stessa persona,0.051,0.7843,31,False
Vuoto interiore,-0.083,0.6568,31,False
Disconnessione da sé e dai propri pensieri,0.0,0.9983,31,False
Sensazione di non essere l'autore delle proprie azioni,-0.18,0.3318,31,False
Dubbio tra dire e pensare,-0.398,0.0264,31,True
Guardarsi dall'esterno,-0.156,0.4005,31,False
Guardarsi da fuori dal corpo,-0.124,0.5069,31,False
Perdita di controllo del corpo,-0.139,0.456,31,False
