Variable,r,p_value,N,Significant
Pensieri generati da altri,0.261,0.4374,11,False
Parole lette da qualcun altro,0.202,0.5517,11,False
Pensieri non propri,0.018,0.9573,11,False
Pensieri come scritti,0.064,0.8512,11,False
Pensieri ripetuti o echeggianti,0.271,0.4208,11,False
Perdita di contatto con se stessi,-0.073,0.8302,11,False
Non essere più la stessa persona,-0.183,0.5892,11,False
Vuoto interiore,-0.046,0.8935,11,False
Disconnessione da sé e dai propri pensieri,0.073,0.8302,11,False
Sensazione di non essere l'autore delle proprie azioni,0.151,0.6568,11,False
Dubbio tra dire e pensare,0.234,0.4887,11,False
Guardarsi dall'esterno,-0.018,0.9573,11,False
Guardarsi da fuori dal corpo,0.193,0.5703,11,False
Perdita di controllo del corpo,0.018,0.9573,11,False
