Variable,r,p_value,N,Significant
Pensieri generati da altri,0.135,0.6168,16,False
Parole lette da qualcun altro,-0.323,0.2231,16,False
Pensieri non propri,0.29,0.2757,16,False
Pensieri come scritti,0.261,0.3295,16,False
Pensieri ripetuti o echeggianti,0.18,0.5055,16,False
Perdita di contatto con se stessi,0.175,0.5162,16,False
Non essere più la stessa persona,-0.305,0.2509,16,False
Vuoto interiore,-0.147,0.5862,16,False
Disconnessione da sé e dai propri pensieri,0.105,0.6999,16,False
Sensazione di non essere l'autore delle proprie azioni,0.146,0.59,16,False
Dubbio tra dire e pensare,0.216,0.4206,16,False
Guardarsi dall'esterno,0.267,0.3183,16,False
Guardarsi da fuori dal corpo,-0.099,0.7162,16,False
Perdita di controllo del corpo,0.146,0.59,16,False
