Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.136,0.6419,14,False
Parole lette da qualcun altro,-0.114,0.6969,14,False
Pensieri non propri,0.04,0.8931,14,False
Pensieri come scritti,-0.222,0.4451,14,False
Pensieri ripetuti o echeggianti,0.169,0.5626,14,False
Perdita di contatto con se stessi,0.343,0.2296,14,False
Non essere più la stessa persona,-0.024,0.9345,14,False
Vuoto interiore,0.194,0.5072,14,False
Disconnessione da sé e dai propri pensieri,0.288,0.3176,14,False
Sensazione di non essere l'autore delle proprie azioni,-0.057,0.846,14,False
Dubbio tra dire e pensare,-0.033,0.9108,14,False
Guardarsi dall'esterno,-0.405,0.151,14,False
Guardarsi da fuori dal corpo,-0.26,0.3701,14,False
Perdita di controllo del corpo,0.046,0.8754,14,False
