Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.039,0.8294,33,False
Parole lette da qualcun altro,-0.059,0.7426,33,False
Pensieri non propri,0.242,0.1742,33,False
Pensieri come scritti,-0.096,0.5955,33,False
Pensieri ripetuti o echeggianti,-0.061,0.7342,33,False
Perdita di contatto con se stessi,0.292,0.0989,33,False
Non essere più la stessa persona,0.005,0.9779,33,False
Vuoto interiore,0.184,0.3046,33,False
Disconnessione da sé e dai propri pensieri,0.218,0.2228,33,False
Sensazione di non essere l'autore delle proprie azioni,0.032,0.8584,33,False
Dubbio tra dire e pensare,-0.189,0.2914,33,False
Guardarsi dall'esterno,-0.102,0.5712,33,False
Guardarsi da fuori dal corpo,0.046,0.8007,33,False
Perdita di controllo del corpo,-0.107,0.5536,33,False
