Variable,r,p_value,N,Significant
Pensieri generati da altri,0.116,0.6586,17,False
Parole lette da qualcun altro,0.021,0.9365,17,False
Pensieri non propri,0.103,0.6931,17,False
Pensieri come scritti,0.36,0.1553,17,False
Pensieri ripetuti o echeggianti,0.335,0.1893,17,False
Perdita di contatto con se stessi,-0.004,0.9888,17,False
Non essere più la stessa persona,0.148,0.5718,17,False
Vuoto interiore,-0.001,0.9963,17,False
Disconnessione da sé e dai propri pensieri,-0.08,0.7603,17,False
Sensazione di non essere l'autore delle proprie azioni,-0.094,0.721,17,False
Dubbio tra dire e pensare,0.106,0.6862,17,False
Guardarsi dall'esterno,0.122,0.6415,17,False
Guardarsi da fuori dal corpo,0.306,0.2318,17,False
Perdita di controllo del corpo,0.032,0.903,17,False
