Variable,r,p_value,N,Significant
Pensieri generati da altri,0.07,0.8281,12,False
Parole lette da qualcun altro,0.032,0.9223,12,False
Pensieri non propri,0.025,0.9395,12,False
Pensieri come scritti,-0.172,0.5925,12,False
Pensieri ripetuti o echeggianti,0.179,0.5772,12,False
Perdita di contatto con se stessi,-0.102,0.7526,12,False
Non essere più la stessa persona,-0.053,0.8707,12,False
Vuoto interiore,-0.123,0.7033,12,False
Disconnessione da sé e dai propri pensieri,-0.095,0.7692,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.07,0.8281,12,False
Dubbio tra dire e pensare,-0.025,0.9395,12,False
Guardarsi dall'esterno,0.155,0.6313,12,False
Guardarsi da fuori dal corpo,-0.158,0.6234,12,False
Perdita di controllo del corpo,0.46,0.132,12,False
