Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.138,0.6866,11,False
Parole lette da qualcun altro,0.032,0.9253,11,False
Pensieri non propri,-0.106,0.7575,11,False
Pensieri come scritti,0.009,0.9786,11,False
Pensieri ripetuti o echeggianti,-0.252,0.4542,11,False
Perdita di contatto con se stessi,-0.385,0.2419,11,False
Non essere più la stessa persona,0.358,0.28,11,False
Vuoto interiore,0.335,0.3141,11,False
Disconnessione da sé e dai propri pensieri,-0.39,0.2358,11,False
Sensazione di non essere l'autore delle proprie azioni,0.009,0.9786,11,False
Dubbio tra dire e pensare,0.229,0.4975,11,False
Guardarsi dall'esterno,0.156,0.647,11,False
Guardarsi da fuori dal corpo,-0.138,0.6866,11,False
Perdita di controllo del corpo,-0.055,0.8723,11,False
