Variable,r,p_value,N,Significant
Pensieri generati da altri,0.432,0.1403,13,False
Parole lette da qualcun altro,0.136,0.6584,13,False
Pensieri non propri,0.241,0.4277,13,False
Pensieri come scritti,0.208,0.4958,13,False
Pensieri ripetuti o echeggianti,0.291,0.335,13,False
Perdita di contatto con se stessi,0.302,0.316,13,False
Non essere più la stessa persona,-0.047,0.8786,13,False
Vuoto interiore,0.136,0.6584,13,False
Disconnessione da sé e dai propri pensieri,-0.061,0.8432,13,False
Sensazione di non essere l'autore delle proprie azioni,0.155,0.6128,13,False
Dubbio tra dire e pensare,0.346,0.2465,13,False
Guardarsi dall'esterno,0.03,0.9213,13,False
Guardarsi da fuori dal corpo,0.108,0.7254,13,False
Perdita di controllo del corpo,0.355,0.2345,13,False
