Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.009,0.9762,14,False
Parole lette da qualcun altro,-0.152,0.604,14,False
Pensieri non propri,-0.02,0.9464,14,False
Pensieri come scritti,-0.262,0.3653,14,False
Pensieri ripetuti o echeggianti,0.154,0.5987,14,False
Perdita di contatto con se stessi,0.22,0.4492,14,False
Non essere più la stessa persona,-0.137,0.6416,14,False
Vuoto interiore,0.064,0.8283,14,False
Disconnessione da sé e dai propri pensieri,0.167,0.5673,14,False
Sensazione di non essere l'autore delle proprie azioni,-0.148,0.6146,14,False
Dubbio tra dire e pensare,-0.022,0.9404,14,False
Guardarsi dall'esterno,-0.399,0.1579,14,False
Guardarsi da fuori dal corpo,-0.273,0.3448,14,False
Perdita di controllo del corpo,-0.048,0.8693,14,False
