Variable,r,p_value,N,Significant
Pensieri generati da altri,0.186,0.5635,12,False
Parole lette da qualcun altro,-0.021,0.9483,12,False
Pensieri non propri,-0.025,0.9397,12,False
Pensieri come scritti,-0.252,0.4291,12,False
Pensieri ripetuti o echeggianti,-0.004,0.9914,12,False
Perdita di contatto con se stessi,0.074,0.8203,12,False
Non essere più la stessa persona,0.158,0.6247,12,False
Vuoto interiore,-0.081,0.8035,12,False
Disconnessione da sé e dai propri pensieri,-0.56,0.0581,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.06,0.8542,12,False
Dubbio tra dire e pensare,-0.004,0.9914,12,False
Guardarsi dall'esterno,-0.109,0.7369,12,False
Guardarsi da fuori dal corpo,0.196,0.5412,12,False
Perdita di controllo del corpo,-0.284,0.3715,12,False
