Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.091,0.7776,12,False
Parole lette da qualcun altro,-0.425,0.1681,12,False
Pensieri non propri,-0.148,0.647,12,False
Pensieri come scritti,-0.562,0.057,12,False
Pensieri ripetuti o echeggianti,-0.292,0.3575,12,False
Perdita di contatto con se stessi,0.077,0.8112,12,False
Non essere più la stessa persona,-0.148,0.647,12,False
Vuoto interiore,-0.19,0.5546,12,False
Disconnessione da sé e dai propri pensieri,-0.327,0.2997,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.186,0.5621,12,False
Dubbio tra dire e pensare,-0.06,0.8536,12,False
Guardarsi dall'esterno,-0.429,0.1642,12,False
Guardarsi da fuori dal corpo,-0.155,0.6313,12,False
Perdita di controllo del corpo,-0.439,0.153,12,False
