Variable,r,p_value,N,Significant
Pensieri generati da altri,0.0,1.0,9,False
Parole lette da qualcun altro,0.243,0.5292,9,False
Pensieri non propri,0.301,0.4308,9,False
Pensieri come scritti,-0.084,0.8305,9,False
Pensieri ripetuti o echeggianti,-0.109,0.7806,9,False
Perdita di contatto con se stessi,0.377,0.3178,9,False
Non essere più la stessa persona,0.686,0.0412,9,True
Vuoto interiore,0.084,0.8305,9,False
Disconnessione da sé e dai propri pensieri,0.251,0.5147,9,False
Sensazione di non essere l'autore delle proprie azioni,0.251,0.5147,9,False
Dubbio tra dire e pensare,-0.192,0.6198,9,False
Guardarsi dall'esterno,-0.084,0.8305,9,False
Guardarsi da fuori dal corpo,-0.017,0.9659,9,False
Perdita di controllo del corpo,0.142,0.715,9,False
