Variable,r,p_value,N,Significant
Pensieri generati da altri,0.13,0.6871,12,False
Parole lette da qualcun altro,0.137,0.671,12,False
Pensieri non propri,0.464,0.1287,12,False
Pensieri come scritti,0.32,0.3108,12,False
Pensieri ripetuti o echeggianti,0.137,0.671,12,False
Perdita di contatto con se stessi,0.137,0.671,12,False
Non essere più la stessa persona,0.046,0.8879,12,False
Vuoto interiore,-0.098,0.7609,12,False
Disconnessione da sé e dai propri pensieri,0.074,0.8197,12,False
Sensazione di non essere l'autore delle proprie azioni,0.158,0.6234,12,False
Dubbio tra dire e pensare,0.116,0.7196,12,False
Guardarsi dall'esterno,0.039,0.905,12,False
Guardarsi da fuori dal corpo,0.288,0.3636,12,False
Perdita di controllo del corpo,-0.088,0.786,12,False
