Variable,r,p_value,N,Significant
Pensieri generati da altri,0.073,0.8047,14,False
Parole lette da qualcun altro,-0.192,0.5112,14,False
Pensieri non propri,0.262,0.3648,14,False
Pensieri come scritti,-0.221,0.4487,14,False
Pensieri ripetuti o echeggianti,0.43,0.1249,14,False
Perdita di contatto con se stessi,0.421,0.1337,14,False
Non essere più la stessa persona,0.093,0.7528,14,False
Vuoto interiore,0.223,0.4441,14,False
Disconnessione da sé e dai propri pensieri,0.381,0.1783,14,False
Sensazione di non essere l'autore delle proprie azioni,-0.013,0.9642,14,False
Dubbio tra dire e pensare,0.207,0.4771,14,False
Guardarsi dall'esterno,-0.49,0.0756,14,False
Guardarsi da fuori dal corpo,-0.276,0.3402,14,False
Perdita di controllo del corpo,-0.086,0.77,14,False
