Variable,r,p_value,N,Significant
Pensieri generati da altri,0.007,0.9827,12,False
Parole lette da qualcun altro,-0.116,0.7196,12,False
Pensieri non propri,0.432,0.1604,12,False
Pensieri come scritti,-0.053,0.8707,12,False
Pensieri ripetuti o echeggianti,-0.088,0.786,12,False
Perdita di contatto con se stessi,-0.183,0.5696,12,False
Non essere più la stessa persona,-0.211,0.5106,12,False
Vuoto interiore,0.018,0.9568,12,False
Disconnessione da sé e dai propri pensieri,0.077,0.8112,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.228,0.4751,12,False
Dubbio tra dire e pensare,-0.239,0.4544,12,False
Guardarsi dall'esterno,-0.148,0.647,12,False
Guardarsi da fuori dal corpo,-0.116,0.7196,12,False
Perdita di controllo del corpo,-0.408,0.1883,12,False
