Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.029,0.9228,14,False
Parole lette da qualcun altro,0.033,0.9109,14,False
Pensieri non propri,0.191,0.5126,14,False
Pensieri come scritti,-0.059,0.8403,14,False
Pensieri ripetuti o echeggianti,0.248,0.3919,14,False
Perdita di contatto con se stessi,0.442,0.1138,14,False
Non essere più la stessa persona,0.143,0.6261,14,False
Vuoto interiore,0.297,0.303,14,False
Disconnessione da sé e dai propri pensieri,0.209,0.4738,14,False
Sensazione di non essere l'autore delle proprie azioni,0.081,0.7823,14,False
Dubbio tra dire e pensare,0.125,0.6696,14,False
Guardarsi dall'esterno,-0.257,0.3748,14,False
Guardarsi da fuori dal corpo,-0.143,0.6261,14,False
Perdita di controllo del corpo,0.235,0.4183,14,False
