Variable,r,p_value,N,Significant
Pensieri generati da altri,0.088,0.7746,13,False
Parole lette da qualcun altro,-0.281,0.3524,13,False
Pensieri non propri,-0.372,0.2108,13,False
Pensieri come scritti,-0.083,0.7884,13,False
Pensieri ripetuti o echeggianti,-0.154,0.6148,13,False
Perdita di contatto con se stessi,-0.152,0.6212,13,False
Non essere più la stessa persona,-0.306,0.3096,13,False
Vuoto interiore,0.017,0.9573,13,False
Disconnessione da sé e dai propri pensieri,0.154,0.6148,13,False
Sensazione di non essere l'autore delle proprie azioni,-0.22,0.4694,13,False
Dubbio tra dire e pensare,-0.207,0.4982,13,False
Guardarsi dall'esterno,-0.198,0.516,13,False
Guardarsi da fuori dal corpo,-0.077,0.8022,13,False
Perdita di controllo del corpo,-0.088,0.7746,13,False
