Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.763,0.0064,11,True
Parole lette da qualcun altro,-0.603,0.0497,11,True
Pensieri non propri,-0.484,0.1314,11,False
Pensieri come scritti,-0.315,0.3453,11,False
Pensieri ripetuti o echeggianti,-0.845,0.0011,11,True
Perdita di contatto con se stessi,-0.434,0.1825,11,False
Non essere più la stessa persona,-0.247,0.4648,11,False
Vuoto interiore,-0.073,0.831,11,False
Disconnessione da sé e dai propri pensieri,0.119,0.7281,11,False
Sensazione di non essere l'autore delle proprie azioni,-0.639,0.0342,11,True
Dubbio tra dire e pensare,-0.658,0.0279,11,True
Guardarsi dall'esterno,-0.265,0.4313,11,False
Guardarsi da fuori dal corpo,-0.201,0.5536,11,False
Perdita di controllo del corpo,-0.32,0.338,11,False
