Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.109,0.6987,15,False
Parole lette da qualcun altro,-0.222,0.4269,15,False
Pensieri non propri,-0.009,0.9748,15,False
Pensieri come scritti,0.082,0.7706,15,False
Pensieri ripetuti o echeggianti,0.039,0.8892,15,False
Perdita di contatto con se stessi,0.408,0.1313,15,False
Non essere più la stessa persona,0.111,0.6939,15,False
Vuoto interiore,0.043,0.8792,15,False
Disconnessione da sé e dai propri pensieri,0.442,0.0991,15,False
Sensazione di non essere l'autore delle proprie azioni,0.388,0.1528,15,False
Dubbio tra dire e pensare,0.404,0.135,15,False
Guardarsi dall'esterno,0.41,0.1294,15,False
Guardarsi da fuori dal corpo,0.068,0.8098,15,False
Perdita di controllo del corpo,0.603,0.0174,15,True
