Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.519,0.152,9,False
Parole lette da qualcun altro,-0.638,0.0642,9,False
Pensieri non propri,-0.485,0.1855,9,False
Pensieri come scritti,-0.638,0.0642,9,False
Pensieri ripetuti o echeggianti,-0.587,0.0963,9,False
Perdita di contatto con se stessi,-0.417,0.264,9,False
Non essere più la stessa persona,-0.255,0.5072,9,False
Vuoto interiore,-0.289,0.45,9,False
Disconnessione da sé e dai propri pensieri,0.341,0.3699,9,False
Sensazione di non essere l'autore delle proprie azioni,-0.383,0.3089,9,False
Dubbio tra dire e pensare,-0.23,0.5519,9,False
Guardarsi dall'esterno,-0.749,0.0202,9,True
Guardarsi da fuori dal corpo,-0.264,0.4926,9,False
Perdita di controllo del corpo,-0.034,0.9307,9,False
